emp_no,first_name,last_name,title,salary
84911,Moheb,Birdsall,Staff,56079
84926,Abdelwaheb,Barbanera,Senior Staff,75432
84931,Basem,Sommer,Senior Staff,40000
84932,Barun,Klassen,Senior Staff,40000
84944,Arto,Angiulli,Engineer,43264
84961,Goetz,Conry,Senior Staff,103933
84970,Xiping,Bahk,Senior Engineer,53195
84975,Mihalis,Toyoshima,Senior Engineer,54074
84976,Eran,Perez,Senior Staff,45662
84978,Yuguang,Rajaraman,Staff,43911
84983,Shigeo,Bashian,Senior Engineer,54280
84994,Seongbae,Haraldson,Senior Staff,40000
84995,Krassimir,Soloway,Senior Engineer,53409
85000,Uinam,Manderick,Engineer,52874
85007,Tze,Hiyoshi,Senior Staff,40000
85015,Lijia,Lipner,Senior Staff,68523
85018,Marjo,Billingsley,Engineer,61123
85024,Zeydy,Hmelo,Senior Staff,44407
85027,Leah,Hasham,Senior Staff,77379
85028,Ebru,Heydon,Senior Staff,78598
85033,Garnet,Luke,Senior Staff,56336
85038,Padma,Gruenwald,Senior Engineer,40000
85055,Berni,Coombs,Senior Staff,48571
85057,Charlene,Sadowsky,Senior Engineer,40000
85060,Fai,Besselaar,Staff,59452
85062,Vasilis,Luks,Senior Engineer,50228
85079,Shan,Wossner,Senior Staff,80901
85080,Munir,Hofmeyr,Senior Engineer,40000
85091,Berna,Kavanagh,Technique Leader,57597
85100,Mats,Kawashima,Staff,52124
85101,Tru,Businaro,Senior Staff,63739
85109,Ottavia,Rebaine,Assistant Engineer,40000
85114,Diederik,Stenning,Staff,40000
85115,Fan,Segond,Senior Engineer,52493
85119,Xiaobin,Himler,Senior Staff,57534
85124,Boaz,Yamaashi,Senior Engineer,40000
85139,Joydip,Tagansky,Senior Staff,40000
85142,Jackson,Brlek,Senior Engineer,40000
85143,Yinghua,Mersereau,Senior Staff,40000
85145,Mabhin,Constantine,Senior Staff,40000
85150,Olivera,Cangellaris,Senior Engineer,40000
85165,Troy,Michaels,Senior Staff,79907
85173,Stepehn,Coombs,Senior Staff,41804
85184,Gretta,Peng,Senior Engineer,72886
85200,Ebbe,Serna,Senior Engineer,57745
85202,Guttorm,Erdi,Senior Engineer,52839
85204,Moni,Silva,Senior Staff,106160
85206,Shahar,Navazio,Technique Leader,52638
85210,Yolla,Openshaw,Senior Staff,40000
85215,Along,Detkin,Senior Staff,67739
85217,Qiwen,Casley,Senior Staff,70157
85220,Kristin,Lipner,Senior Staff,40000
85235,Claudi,Marchesini,Senior Staff,49297
85241,Martijn,Falck,Senior Staff,43955
85242,Kirk,Ernst,Staff,40000
85253,Steve,Levasseur,Senior Staff,47851
85255,Leon,Fandrianto,Staff,70401
85258,Elzbieta,Schwabacher,Senior Engineer,40000
85259,Hiroyasu,Greenaway,Engineer,55212
85264,Annemarie,Silva,Senior Engineer,50431
85277,Ulf,Murtagh,Senior Engineer,40000
85278,Kamakshi,Karnin,Senior Engineer,40000
85309,Shuzo,Luff,Senior Staff,43846
85311,Persi,Geffroy,Staff,43023
85325,Nagui,Kadhim,Technique Leader,47731
85327,Susuma,Stellhorn,Staff,76876
85328,Kien,Kitsuregawa,Senior Engineer,40000
85331,Sumant,Pashtan,Technique Leader,40000
85333,Radhika,Suomi,Senior Staff,90386
85336,Turgut,Molberg,Staff,40000
85351,Conor,Passino,Engineer,79719
85352,Fumitaka,Taubenfeld,Senior Staff,92609
85359,Rasiah,Spinelli,Senior Staff,53948
85371,Suebskul,Lanphier,Senior Staff,82701
85374,Hairong,Herber,Technique Leader,40585
85385,Alper,Bennis,Senior Staff,40000
85392,Jeong,Terkki,Senior Staff,63406
85399,Fei,Gomatam,Staff,78166
85406,Serap,Matzke,Senior Staff,75826
85416,Haldun,Melton,Senior Engineer,42548
85418,Tesuro,Swen,Engineer,40000
85433,Eberhardt,Stanfel,Senior Engineer,56050
85439,Takahiro,Barbanera,Senior Engineer,61701
85451,Kinh,Baca,Senior Engineer,64873
85453,Shir,Michaeli,Senior Staff,68368
85483,Poorav,Bage,Engineer,44900
85490,Sanjai,Eldridge,Technique Leader,40000
85494,Lech,Gulik,Senior Staff,40000
85501,Kirk,Iacovou,Senior Staff,84410
85513,Yagil,Spieker,Senior Staff,61957
85519,Honesty,Jervis,Engineer,40000
85524,Lillian,Tokunaga,Senior Engineer,48850
85526,Tzvetan,Frolund,Senior Engineer,40000
85539,Mayuko,Schiper,Senior Staff,40789
85552,Atilio,Perko,Senior Engineer,41988
85561,Gina,Cichocki,Engineer,47427
85570,Shigehito,Karlin,Senior Staff,40000
85575,Kiyotoshi,Matzov,Senior Staff,53077
85577,Deniz,Sadowski,Staff,40000
85587,Naftaly,Schiettecatte,Engineer,50641
85589,Amstein,Bressoud,Senior Engineer,52659
85601,Huan,Ghelli,Engineer,70522
85605,Zongyan,Emiris,Staff,64810
85607,Yucai,Hertweck,Senior Engineer,63272
85609,Otmar,Benner,Senior Engineer,40531
85619,Bodo,Suessmith,Engineer,40000
85620,Yoshinari,Chvatal,Senior Staff,46107
85621,Steen,Peha,Senior Staff,81080
85622,Berthier,Dengi,Staff,58379
85624,Ayonca,Keustermans,Senior Staff,57477
85625,Shaibal,Denna,Senior Engineer,56448
85633,Salvador,Snedden,Senior Staff,64754
85645,Henk,Ashish,Assistant Engineer,61130
85646,Remmert,Nittel,Staff,70298
85647,Kristian,Waymire,Senior Staff,49194
85648,Shirish,Gyorkos,Engineer,71100
85651,Kristof,Reinhard,Staff,62974
85653,Tayeb,Rosis,Staff,40000
85661,Shaw,Piazza,Senior Staff,73157
85673,Susanta,Ramaiah,Technique Leader,40000
85677,Kristina,Jervis,Senior Staff,87087
85680,Otmar,Colorni,Senior Engineer,42783
85686,Vasilis,Larfeldt,Staff,40754
85696,Wuxu,Mitzlaff,Senior Staff,101476
85698,True,Thibadeau,Engineer,64244
85708,Steen,Otillio,Senior Engineer,52066
85718,Dinkar,Skafidas,Engineer,40000
85719,Satosi,Rosti,Senior Staff,50359
85720,Guadalupe,Bojadziev,Technique Leader,60714
85729,Oscar,Lieberherr,Engineer,40000
85730,Yucel,Velasco,Staff,40000
85747,Nathalie,Vingron,Senior Engineer,40000
85755,Aloys,Ozeri,Senior Staff,82248
85756,Aemilian,Waleschkowski,Senior Engineer,44120
85760,Boriana,Trumbly,Staff,47134
85766,Mitchel,Whittlesey,Engineer,67437
85768,Gaurav,Baez,Staff,47319
85776,Dante,Reutenauer,Senior Staff,51609
85783,Basim,Servi,Assistant Engineer,64034
85791,Geraldo,Rosenbaum,Engineer,63081
85799,Radhika,Parveen,Senior Staff,40000
85805,Mack,Nyanchama,Senior Engineer,42243
85806,Jiafu,Porenta,Senior Staff,48362
85808,Unal,Kermarrec,Senior Staff,66945
85812,Seshu,Erbe,Senior Engineer,40000
85818,Kauko,Bharadwaj,Senior Engineer,40000
85825,Hongzhu,Zedlitz,Senior Staff,85303
85826,Shaibal,Bale,Senior Engineer,68263
85827,Basant,Schach,Senior Staff,55385
85835,Pantung,Gyorkos,Senior Engineer,40000
85840,Kazuhiko,Reinhart,Engineer,40000
85842,Naftaly,Pews,Engineer,53287
85846,Halsur,Erol,Senior Staff,40000
85865,Vidar,Mitina,Senior Engineer,64417
85876,Kellyn,Merks,Engineer,41377
85883,Takahito,Reghbati,Engineer,40000
85884,Younwoo,Birge,Senior Staff,60936
85889,Foong,Wilharm,Engineer,57092
85895,Sanjit,Heiserman,Senior Engineer,66729
85901,Tommaso,Hagimont,Senior Staff,78584
85909,Billur,DiGiano,Senior Engineer,42725
85917,Fayez,Kaminger,Engineer,40000
85920,Bernardo,Mahmud,Staff,52288
85921,Shin,Puoti,Senior Engineer,47710
85929,Jaihie,Ashish,Staff,97365
85949,Thodoros,Penttonen,Senior Engineer,52171
85968,Idoia,Lorch,Technique Leader,55934
85977,Gay,Nannarelli,Technique Leader,52323
85980,Khalil,Marwedel,Senior Staff,71780
85990,Saeko,Jakobus,Senior Engineer,40000
85999,Arch,Dymetman,Senior Staff,40000
86003,Khaled,Zielinski,Senior Engineer,58111
86005,Sahrah,Samarati,Senior Staff,44056
86014,Maris,Zeilberger,Technique Leader,46302
86016,Eldridge,Compeau,Engineer,40000
86018,Hideyuki,Wossner,Engineer,48469
86027,Rajmohan,Ariola,Staff,55657
86029,Yuguang,Cronau,Senior Engineer,40000
86042,Juyoung,Gronowski,Senior Engineer,70816
86047,Ebru,Suppi,Engineer,40000
86052,Hidekazu,Badache,Senior Staff,48009
86054,Conor,Jiafu,Staff,68530
86060,Arvind,Luce,Senior Staff,40000
86066,Marl,Shackel,Staff,57751
86068,Anneke,Harnett,Senior Staff,49927
86070,Diederik,Restivo,Senior Engineer,40000
86071,Premsyl,Kavvadias,Staff,63940
86083,Parke,Spell,Senior Engineer,43840
86096,Heng,Gecseg,Engineer,46334
86110,Alper,Shokrollahi,Engineer,44390
86128,Masanao,Schreiter,Staff,61548
86133,Jongsuk,Serna,Senior Staff,74676
86143,Toshiki,Keohane,Engineer,40000
86147,Saeed,Yurek,Staff,53354
86164,Adit,Rothe,Senior Staff,40000
86166,Lech,Bade,Staff,47694
86189,Xiaoshan,Erman,Senior Engineer,51578
86191,Martial,Ulupinar,Senior Staff,40000
86195,Serap,Delaune,Engineer,42449
86196,Ugo,Cincotta,Staff,42422
86204,Iara,Seghrouchni,Senior Staff,40000
86214,Susanne,Fortenbacher,Senior Staff,40000
86217,Mari,Asrin,Assistant Engineer,55211
86220,Nidapan,Danecki,Assistant Engineer,47415
86237,Tayeb,Francisci,Senior Staff,44705
86247,Sakthirel,Rebaine,Technique Leader,40000
86248,Radoslaw,Gils,Staff,46202
86249,Muneo,Bergere,Senior Staff,52994
86252,Mahendra,Selenyi,Staff,81239
86265,Georg,Peres,Senior Staff,42899
86269,Kristinn,Swift,Senior Staff,64732
86270,Prodip,Menhoudj,Senior Staff,70611
86281,Srinidhi,Conde,Senior Engineer,40000
86284,Fabrizio,Wrigley,Engineer,54840
86290,Alselm,Willoner,Senior Engineer,40000
86297,Susuma,Feldmann,Technique Leader,47407
86300,Pramod,Biros,Staff,41802
86305,Nadjib,Weisert,Senior Engineer,47059
86306,Persi,Krzyzanowski,Senior Staff,89046
86315,Dharmaraja,Matzov,Staff,112173
86318,Djenana,Kusalik,Senior Engineer,40000
86321,Shiv,Vasanthakumar,Engineer,40000
86347,Adam,Crooks,Engineer,44719
86349,Subhada,Birdsall,Senior Staff,40000
86351,Jackson,Staylopatis,Senior Staff,61911
86357,Rosalyn,Sessa,Technique Leader,50632
86361,Ayakannu,Byoun,Engineer,46826
86388,Honglan,Gils,Engineer,50141
86405,Sreekrishna,Bale,Senior Engineer,40000
86436,Hilari,Kropf,Senior Staff,65248
86437,Zvonko,Bednarek,Senior Engineer,40000
86443,Takahiro,Hainaut,Senior Engineer,48910
86446,Yoshimitsu,Awdeh,Senior Engineer,66237
86448,Fumino,Garnier,Senior Engineer,50368
86449,Yuqun,Solares,Staff,70326
86474,Holgard,Koyama,Senior Engineer,40000
86479,Mohit,Restivo,Senior Staff,57989
86480,Navid,Tramer,Senior Engineer,40000
86487,Odoardo,Bierman,Staff,46164
86493,Yongmin,Katalagarianos,Engineer,40000
86495,Leszek,Vakili,Engineer,40000
86499,Lech,Escriba,Senior Staff,56031
86502,Suvo,Schwartzburd,Engineer,40805
86516,Masadi,Gils,Senior Engineer,50340
86522,Seongbin,Leivant,Engineer,40000
86527,Toshiko,Pollacia,Senior Staff,41115
86539,Adam,Junet,Senior Staff,40000
86540,Turgut,Nitta,Engineer,45733
86549,Ute,Itzfeldt,Senior Staff,95410
86554,George,Itschner,Senior Engineer,60425
86559,Weiye,Tsukuda,Senior Engineer,52178
86573,Karlis,Yavatkar,Senior Staff,51946
86574,Chinhyun,Dengi,Engineer,40000
86581,Oksana,Badache,Technique Leader,79144
86593,Kellie,Grospietsch,Technique Leader,59110
86600,Baocai,Baba,Senior Staff,77554
86602,Makato,Sigstam,Senior Staff,40000
86605,Sham,Barreiro,Senior Engineer,40367
86608,Honglan,Shigei,Staff,46653
86617,Mingsen,Desikan,Senior Staff,59780
86619,Woody,Pashtan,Senior Engineer,42218
86624,Youssef,Thibadeau,Engineer,40000
86629,Yolla,Sommer,Senior Staff,50529
86641,Kamran,Gladwell,Senior Engineer,40000
86678,KayLiang,Halevi,Senior Engineer,40000
86690,Carrsten,Whitcomb,Senior Engineer,61652
86691,Kagan,Serdy,Senior Staff,57262
86695,Jeanna,McAlpine,Senior Engineer,69555
86696,Berto,Poupard,Senior Engineer,49849
86699,Arif,Stanfel,Technique Leader,45082
86738,Subhash,Antonisse,Staff,72644
86747,Val,Hockney,Senior Staff,54999
86760,Arnould,Wroclawski,Engineer,40000
86776,Palash,Danecki,Senior Staff,45270
86784,Tesuya,Serre,Senior Staff,40000
86788,Golgen,Saoudi,Senior Staff,47427
86790,Yuguang,Laurillard,Engineer,40000
86796,Odinaldo,Chinal,Engineer,40000
86803,Rafael,Demeyer,Engineer,40000
86805,Mabo,Birjandi,Senior Engineer,40000
86810,Dulce,Janetzko,Engineer,40000
86817,Shmuel,Sommen,Senior Engineer,44861
86823,Xiaopeng,Perly,Engineer,40000
86825,Karoline,Hasham,Assistant Engineer,40000
86827,Filipe,Thibadeau,Senior Staff,40000
86829,Poorav,Carrere,Senior Staff,40000
86832,Duro,Magalhaes,Senior Engineer,40000
86835,Persi,Zambonelli,Engineer,40000
86836,Navin,Luga,Technique Leader,62138
86839,Hyuckchul,Baumann,Engineer,43478
86841,Nigel,Solovay,Staff,40000
86851,Kensyu,Schusler,Senior Staff,44504
86852,Lijie,McFarlin,Senior Engineer,40809
86853,Dhritiman,Giveon,Senior Staff,91809
86856,Vasilis,Perelgut,Staff,60431
86863,Berto,Christ,Staff,51199
86869,Arunas,Birsak,Senior Engineer,46706
86871,Djenana,Zolotykh,Senior Engineer,40000
86887,Martijn,Roison,Senior Staff,50962
86898,Uriel,Zaccaria,Engineer,67094
86905,Alenka,Streng,Senior Engineer,48552
86906,Adel,Fiutem,Senior Engineer,40433
86955,Xiaobin,Auria,Senior Engineer,40000
86957,Aris,Guenter,Senior Engineer,45321
86969,Shai,Rijckaert,Senior Engineer,40000
86970,Hugo,Zizka,Senior Engineer,52965
86971,Geoffry,Peng,Senior Engineer,54612
86973,Shao,Honiden,Engineer,40000
86977,Volkmar,Hofstetter,Senior Engineer,62788
86993,Ulises,Egerstedt,Senior Staff,40000
87003,Ravishankar,Shinomoto,Senior Staff,79721
87007,Demos,Danlos,Senior Engineer,49176
87011,Danco,Bashian,Senior Staff,47884
87023,Vishv,Mateescu,Senior Staff,40000
87024,Eberhardt,Kalloufi,Senior Engineer,51687
87043,Fay,Anily,Senior Engineer,56191
87047,True,Beilner,Senior Staff,40000
87050,Kiyokazu,Sgarro,Engineer,51213
87057,Yoshimitsu,Montresor,Senior Staff,40000
87060,Willard,Birdsall,Senior Staff,60460
87062,Mantis,Kroft,Engineer,47052
87064,Ewing,Bednarek,Engineer,52553
87066,Jaber,Zobel,Senior Staff,40000
87067,Barton,Spieker,Staff,60361
87074,Genevieve,Marwedel,Senior Staff,40000
87081,Lubomir,Stasinski,Senior Engineer,43965
87086,Holgard,Kranzdorf,Senior Engineer,42995
87095,Jixiang,Laurillard,Staff,49047
87104,Rasiah,Falster,Staff,81881
87107,Kasturi,Peir,Senior Staff,72427
87119,Sachin,Leuchs,Staff,80907
87121,Bingning,Baranowski,Senior Engineer,55262
87124,Gennadi,Parascandalo,Staff,40000
87128,Shuji,Zizka,Engineer,72717
87139,Magy,Koblick,Assistant Engineer,40000
87144,Kshitij,Naudin,Engineer,68856
87153,Insup,Erdmenger,Senior Staff,53689
87157,Lunjin,Delgrossi,Technique Leader,51622
87158,Nahid,Neiman,Technique Leader,58049
87160,Nevio,Gihr,Senior Engineer,40000
87164,Georgi,Montemayor,Staff,76866
87170,Macha,Gide,Senior Engineer,51440
87175,Arno,Duclos,Engineer,40000
87179,Clyde,Brodal,Senior Staff,93369
87183,Suebskul,Lorys,Senior Staff,51113
87185,Shuky,Azevdeo,Senior Engineer,40000
87186,Shaowei,Luby,Senior Staff,67970
87194,True,Ramsay,Senior Staff,71007
87196,Caolyn,Ozery,Engineer,40000
87199,Yefim,Luck,Engineer,75346
87200,Shridhar,Skafidas,Senior Engineer,49649
87221,Kiyokazu,Beerel,Senior Staff,40000
87223,Shichao,Baezner,Senior Staff,75235
87228,Filipe,Merks,Senior Staff,40000
87233,Qiwen,Msuda,Senior Engineer,67620
87234,Boriana,Mungall,Senior Staff,111013
87247,Marie,Heping,Staff,99254
87248,Miquel,Heering,Senior Staff,53823
87249,Satosi,Karner,Engineer,40000
87252,Elvia,Fordan,Engineer,40000
87260,Evgueni,Mateescu,Senior Engineer,54945
87266,Aral,Stafford,Senior Staff,71463
87267,Nikolaus,Gonthier,Senior Staff,40000
87269,IEEE,Etalle,Senior Staff,48145
87271,Saniya,Khalil,Engineer,50183
87273,Saeko,Maquelin,Staff,46285
87274,Hilari,Gide,Senior Staff,70387
87284,Ranga,Fandrianto,Senior Staff,40000
87302,Martina,Garigliano,Senior Staff,45472
87306,Mabhin,Speckmann,Staff,40000
87317,Khue,Byoun,Engineer,40000
87319,Zita,Bain,Senior Staff,40000
87337,Huai,Barbanera,Senior Staff,40000
87354,Panayotis,Asmuth,Technique Leader,40000
87355,Owen,Plump,Senior Staff,81811
87357,Constantijn,Kambil,Senior Engineer,73292
87360,Makato,Matzov,Staff,74360
87361,Oguz,Crooks,Engineer,83196
87362,Shigehiro,Kushnir,Senior Engineer,40307
87366,Aria,Rubsam,Senior Staff,73278
87371,Mrinalini,Acton,Staff,40206
87374,Sampalli,Maraist,Senior Staff,99927
87379,Luise,Jeong,Senior Engineer,40000
87382,Sugwoo,Wendorf,Senior Engineer,40000
87402,Manton,Fraisse,Staff,82181
87405,Jianhua,Khasidashvili,Staff,97445
87408,Suzette,Foote,Senior Engineer,53950
87409,Jeong,Buescher,Senior Engineer,61769
87412,Branimir,Beetstra,Senior Engineer,40000
87426,Yucai,Hmelo,Senior Staff,40000
87442,Marjo,Jeong,Engineer,61671
87450,Xuedong,Shobatake,Senior Engineer,40000
87451,Zhonghui,Denos,Senior Engineer,40000
87454,Terresa,Veeraraghavan,Senior Staff,40000
87459,Reinhard,Laventhal,Senior Staff,63133
87461,Moni,Decaestecker,Senior Engineer,43680
87462,Arumugam,Spelt,Senior Staff,40000
87470,Kasidit,Chachaty,Senior Engineer,56240
87474,Selwyn,Lally,Engineer,50681
87476,Amabile,Niizuma,Senior Engineer,54760
87477,Sachio,Reinhard,Senior Engineer,54730
87480,Geoff,Mitzlaff,Senior Staff,67906
87483,Vesna,Baranowski,Senior Engineer,48187
87488,Yongqiao,Lindenbaum,Senior Staff,40000
87489,Hideo,Miculan,Senior Staff,72420
87517,Zsolt,Foote,Technique Leader,40000
87522,Nishit,Driscoll,Staff,41622
87526,Turgut,Lanphier,Senior Staff,63579
87528,Arun,Perna,Engineer,50430
87531,Youngkon,Suomi,Senior Engineer,40000
87534,Golgen,Apsitis,Senior Staff,78592
87579,Paloma,Hebert,Engineer,43254
87603,Mostafa,Hellwagner,Staff,55482
87604,Wonhee,Ravishankar,Senior Engineer,46681
87609,Xinan,Jansch,Engineer,42128
87618,Wayne,Braunmuhl,Senior Engineer,40000
87628,Sibyl,Alameldin,Senior Staff,69628
87638,Fay,Raczkowsky,Senior Staff,40000
87644,Sachem,Waeselynck,Assistant Engineer,67860
87663,Lenore,Pews,Senior Engineer,42885
87711,Willard,Dulay,Staff,73147
87722,Amstein,Hmelo,Senior Engineer,43412
87738,Ipke,Sluis,Senior Staff,80766
87746,Sverrir,Conti,Engineer,65707
87752,Yurii,Hasenauer,Senior Staff,44555
87765,Theirry,Garnham,Senior Staff,61690
87766,Owen,Orlowska,Staff,40000
87769,Subhrajyoti,Tomescu,Senior Engineer,76979
87793,Fatemeh,Kakkar,Senior Staff,59338
87794,JiYoung,Alameldin,Senior Engineer,46093
87798,Heather,Lanphier,Staff,70443
87806,Khatoun,Shokrollahi,Senior Staff,73596
87829,Genki,Etalle,Senior Engineer,40000
87836,Patricia,Versino,Senior Staff,51283
87840,Sungwon,Wendorf,Senior Engineer,40000
87843,Fabrizio,Langford,Staff,77063
87869,Alassane,Luit,Senior Staff,75199
87876,Dante,Perfilyeva,Senior Engineer,55739
87877,Sampalli,Undy,Staff,53108
87881,Yechezkel,Masaki,Senior Engineer,42916
87896,Sorina,Setiz,Senior Engineer,62431
87897,Tzu,Suwa,Senior Staff,57195
87900,Leandro,Hiyoshi,Senior Engineer,52182
87915,Masaru,Matteis,Engineer,40000
87916,Kwangsub,Gulak,Senior Engineer,40000
87925,Kwangsub,Roohalamini,Senior Engineer,49446
87933,Uma,Ruther,Technique Leader,67884
87936,Elvia,Sudbeck,Senior Engineer,44348
87944,Mahendra,Schmezko,Senior Engineer,53125
87948,Subhash,Kalafatis,Engineer,47925
87953,Vitaly,Rusterholz,Senior Staff,57722
87969,Junichi,Borstler,Technique Leader,40000
87974,Shunichi,Peac,Senior Staff,60286
87986,Youssef,Shokrollahi,Assistant Engineer,40000
87987,Kiyotoshi,Cyre,Staff,50507
87991,Fusako,Gubsky,Senior Staff,40000
87992,Moriyoshi,Iivonen,Senior Staff,70231
87993,Masasuke,Hiraishi,Engineer,40000
88013,Frederique,Vasanthakumar,Staff,78137
88016,Faiza,Georgakopoulos,Staff,40000
88019,Pranas,Gischer,Senior Engineer,57735
88025,Mahendra,Fordan,Senior Engineer,47798
88031,Goetz,Barbanera,Engineer,40000
88036,Tomofumi,Ginneken,Senior Staff,54097
88038,Monique,Jarecki,Senior Engineer,75401
88040,Franziska,Prenel,Senior Staff,74793
88041,Georgy,Braunmuhl,Staff,79721
88045,Kenroku,Perly,Senior Engineer,51345
88050,Satoru,Miara,Staff,96738
88060,Emdad,Ferriere,Engineer,72202
88073,Jiong,Itzfeldt,Senior Staff,42959
88079,Karlis,Hmelo,Senior Staff,40000
88080,Mack,Heuser,Senior Staff,82758
88083,Sumant,Ramamoorthy,Senior Staff,41874
88085,Chinhyun,Baca,Senior Staff,53146
88089,Kwok,Alpin,Senior Engineer,59990
88090,Olivera,Dahlbom,Senior Engineer,40000
88101,Zongyan,Strooper,Engineer,40000
88120,Janche,Grandbois,Engineer,47145
88122,LiMin,Shigei,Engineer,57733
88127,Sushant,Hooghiemstra,Senior Staff,84840
88133,Goncalo,Rosin,Staff,71058
88143,Marl,Nooteboom,Senior Engineer,40000
88163,Chuanti,Homond,Technique Leader,46189
88167,Aleksandar,Nivat,Senior Staff,40000
88168,Ravishankar,Feldmann,Technique Leader,40000
88172,Christophe,Yurov,Senior Staff,73121
88189,Adit,Stavenow,Engineer,51194
88190,Lech,Radivojevic,Senior Staff,54848
88191,Monique,Sigstam,Engineer,49564
88192,Bader,Copas,Senior Staff,40000
88198,Toshimi,Tokunaga,Senior Engineer,40000
88210,Neelam,Gadepally,Staff,56099
88212,Jiong,Tasistro,Staff,40000
88213,Zvonko,Varman,Technique Leader,60462
88217,Gennady,Azevdeo,Senior Staff,66152
88219,Palash,Krzyzanowski,Senior Engineer,56354
88227,Rafols,Pavlopoulou,Senior Engineer,40000
88232,Marla,Gubsky,Technique Leader,40000
88235,Mrinalini,Fargier,Senior Engineer,65382
88249,Ronnie,Varman,Assistant Engineer,50629
88251,Oddvar,Broder,Senior Engineer,40000
88260,Miomir,Krzyzanowski,Senior Engineer,45760
88266,Kiyokazu,Poehlman,Engineer,55109
88269,Demin,Kaelbling,Senior Staff,53523
88271,Shakhar,Ratnaker,Engineer,40000
88277,Hairong,Brobst,Senior Engineer,40000
88281,Sarita,Zhiwei,Senior Staff,40000
88287,Parke,Reistad,Senior Engineer,76687
88291,Piyawadee,Vecchio,Senior Staff,101626
88293,Shahaf,Ishibashi,Senior Staff,65548
88296,Rafail,Desikan,Senior Staff,40000
88304,Tsz,Eiter,Senior Engineer,54679
88309,Zhaofang,Stasinski,Staff,63968
88310,Kannan,Lunn,Senior Staff,53289
88354,Lijia,Jiafu,Senior Staff,63180
88358,Trygve,Salinas,Senior Engineer,63202
88359,Chikara,Vieth,Engineer,55954
88373,Nadjib,Denis,Staff,40000
88382,Genta,Penz,Engineer,40000
88384,Raimond,Servi,Staff,40000
88385,Tran,Besancenot,Senior Staff,61724
88393,Kauko,Farris,Senior Engineer,66413
88399,Thodoros,Pettit,Staff,40000
88408,Rasiah,Skrikant,Senior Staff,42714
88409,Bedir,Thambidurai,Senior Engineer,47074
88419,Luerbio,Murillo,Technique Leader,40000
88424,Candido,Lichtner,Engineer,48726
88432,Dines,Birnbaum,Senior Staff,60960
88435,Danil,Schapiro,Senior Engineer,40000
88437,Premsyl,Munoz,Engineer,55580
88439,Rasikan,Leslie,Staff,51419
88449,Lihong,Naudin,Senior Engineer,54937
88464,Leszek,Luders,Senior Engineer,40000
88469,Tomokazu,Staylopatis,Senior Staff,79476
88479,Harjit,Monkewich,Senior Staff,73086
88485,Fumino,Ranai,Staff,74881
88489,Monique,Soloway,Senior Engineer,40000
88491,Mabry,Swiler,Senior Staff,79982
88495,Wilmer,Molenaar,Senior Staff,44248
88497,Chinhyun,Slobodova,Engineer,53049
88503,Anestis,Rosenbaum,Senior Engineer,61291
88512,Giao,Vigier,Senior Engineer,40000
88521,Mansur,Adachi,Senior Engineer,60481
88525,Mabhin,Rajala,Senior Staff,71994
88538,Goo,Przulj,Engineer,53647
88543,Geoff,Brodie,Senior Engineer,40000
88544,Yannik,Gilg,Senior Staff,84808
88548,Baruch,Heijenga,Senior Engineer,54011
88556,Ute,Ravishankar,Engineer,60758
88558,Sachar,Roison,Technique Leader,48874
88563,Mototsugu,Rodite,Staff,56118
88566,Wilmer,Cesareni,Senior Staff,40000
88568,Masadi,Bottner,Senior Engineer,55480
88581,Barry,Taubman,Staff,40000
88585,Ramzi,Klerer,Senior Engineer,40000
88586,Rafols,Rosch,Senior Engineer,44929
88596,Hilary,Sidhu,Senior Engineer,44165
88597,Zita,Narwekar,Senior Engineer,40000
88601,Vidya,Baalen,Staff,74461
88615,Weicheng,Shrader,Senior Staff,54777
88616,Tadahiro,Esposito,Senior Engineer,48648
88623,Bouchung,Merel,Engineer,40000
88642,Morris,Feldhoffer,Engineer,42244
88643,Marla,Fiebach,Engineer,40000
88644,Kerryn,Brender,Senior Staff,48734
88646,Joydip,Niizuma,Engineer,40000
88660,Suzette,Schade,Staff,40000
88663,Adly,Deville,Senior Engineer,53010
88671,Mariangiola,Guerreiro,Senior Engineer,40000
88679,Genta,Lichtner,Senior Staff,59851
88698,Mary,Lundstrom,Senior Staff,46666
88700,Guangming,Stifter,Engineer,50096
88701,Terresa,Krzyzanowski,Senior Engineer,40000
88707,Adit,Ermel,Senior Engineer,40000
88714,Paris,Ranum,Senior Engineer,40000
88717,Masoud,Fairtlough,Senior Engineer,46541
88727,Shunichi,Rahimi,Senior Staff,58661
88736,Dzung,Malinowski,Senior Engineer,42729
88749,Phule,Cincotta,Engineer,71311
88754,Garnet,Thorensen,Senior Staff,73413
88758,Basem,Valette,Assistant Engineer,40000
88764,Aloys,Turnbull,Senior Staff,62130
88765,Xuejun,Honglei,Engineer,40000
88768,Lunjin,Molenkamp,Senior Staff,63259
88772,Bangqing,Pesch,Senior Engineer,40000
88774,Holgard,Guardalben,Senior Staff,50687
88776,Bedir,Kaiser,Senior Staff,46507
88778,Mohammed,Gruenwald,Senior Engineer,40000
88790,Girolamo,Aumann,Senior Staff,55022
88792,Stevo,Reghbati,Senior Engineer,40000
88796,Mang,Erol,Assistant Engineer,40000
88798,Brendon,Fontet,Senior Staff,43649
88806,Laurentiu,Ernst,Senior Staff,56404
88817,Hitofumi,Undy,Staff,65864
88824,Xinan,Yetim,Senior Staff,53701
